v1,v2,v3,v4,v5,v6,v7,v8,v9,result
1251,1469,1643,1769,1813,2009,1796,1693,1528,511
1250,1467,1645,1763,1832,1877,1813,1804,1531,511
1251,1465,1642,1769,1990,1870,1815,1684,1531,511
1251,1468,1647,1761,1827,1880,1812,1686,1637,511
1249,1466,1645,1770,1834,1878,1810,1687,1527,511
1406,1465,1828,1951,1831,1876,1815,1686,1523,511
1246,1462,1642,1770,1823,1875,1809,1685,1536,511
1254,1466,1642,1765,1827,1870,1813,1691,1532,511
1251,1470,1637,1768,1836,1879,1816,1701,1531,511
1249,1466,1644,1892,1823,1868,1822,1703,1524,511
1395,1466,1644,1767,1837,1875,1820,1703,1528,511
1220,1624,1631,1750,1827,1873,1814,1702,1547,511
1220,1447,1628,1930,1832,1873,1814,1698,1544,511
1221,1452,1838,1757,1831,2026,1954,1706,1539,511
1263,1465,1651,1774,1829,1875,1814,1681,1526,511
1273,1465,1641,1763,1823,1879,1792,1684,1529,511
1270,1464,1638,1769,1827,1875,1924,1682,1528,511
1234,1450,1639,1928,1832,1876,1816,1699,1548,511
1235,1451,1645,1764,1821,1894,1810,1811,1545,511
1237,1444,1644,1770,1823,1869,1810,1703,1686,511
1237,1454,1642,1760,1832,1876,1811,1827,1546,511
1234,1627,1644,1766,1829,1879,1812,1705,1531,511
1233,1453,1650,1763,1831,1876,1813,1702,1545,511
1429,1450,1647,1766,1828,1891,1815,1702,1547,511
1238,1450,1643,1765,1831,1876,1813,1699,1544,511
1235,1469,1855,1764,1829,1890,1809,1702,1543,511
1247,1460,1646,1765,1832,1892,1808,1704,1546,511
1251,1465,1643,1765,1822,1895,1815,1695,1545,511
1237,1467,1639,1768,1827,1884,1811,1700,1546,511
1235,1634,1643,1762,1827,1891,1877,1702,1661,511
1230,1455,1641,1765,1826,1897,1814,1703,1544,511
1395,1452,1642,1766,1832,1884,1921,1705,1541,511
1233,1453,1641,1765,1831,1891,1809,1855,1544,511
1236,1637,1638,1766,1828,1895,1811,1695,1546,511
1254,1450,1650,1760,1830,1891,1806,1699,1540,511
1205,1605,1626,1750,1812,1887,1831,1890,1741,511
1204,1434,1628,1747,1828,1885,1827,1716,1571,511
1200,1612,1625,1753,1805,1894,1822,1718,1561,511
1204,1435,1615,1898,1830,1897,1826,1722,1561,511
1200,1434,1629,1759,1830,1893,1985,1715,1559,511
1201,1433,1780,1906,1807,1889,1829,1715,1560,511
1186,1418,1612,1752,1810,1893,1823,1721,1576,511
1201,1415,1612,1753,1815,1890,1828,1717,1740,511
1204,1414,1611,1751,1812,1894,1828,1724,1558,511
1203,1422,1614,1751,1810,1891,1823,1714,1563,511
1204,1418,1818,1754,1821,1891,1832,1712,1562,511
1203,1417,1617,1751,1827,1892,1828,1896,1564,511
1205,1419,1614,1746,1818,2006,1969,1715,1581,511
1204,1418,1614,1752,1808,1900,1836,1714,1581,511
1201,1418,1610,1754,1831,1891,1825,1728,1764,511
1200,1613,1607,1753,1818,1892,1830,1721,1567,511
1188,1417,1611,1752,1813,1895,1968,1721,1559,511
1187,1417,1612,1744,1814,1899,1836,1734,1578,511
1244,1451,1643,1767,1942,1890,1805,1701,1548,511
1237,1451,1650,1769,1938,1895,1814,1847,1545,511
1233,1454,1646,1765,1958,1896,1822,1701,1545,511
1201,1419,1608,1747,1809,1888,1820,1728,1583,510
1188,1420,1612,1743,1813,1890,1827,1744,1575,510
1186,1420,1614,1749,1823,1895,1969,1737,1578,510
1414,1449,1644,1765,1827,1890,1809,1721,1545,511
1433,1449,1633,1761,1951,1894,1811,1703,1550,511
1237,1445,1643,1764,1826,1892,1808,1712,1689,511
1245,1465,1641,1787,1831,1889,1808,1701,1548,511
1251,1464,1650,1764,1825,1883,1811,1701,1540,511
1250,1466,1647,1767,1828,1893,1811,1699,1541,511
1252,1473,1642,1768,1827,1892,1804,1800,1524,511
1250,1460,1657,1766,1828,1894,1816,1703,1529,511
1254,1659,1642,1767,1821,1891,1806,1695,1536,511
1226,1453,1627,1752,1828,1885,1819,1721,1546,511
1218,1453,1622,1750,1825,1891,1805,1720,1544,511
1214,1455,1630,1754,1828,1891,1826,1717,1542,511
1230,1452,1625,1767,1828,1888,1831,1711,1544,511
1236,1445,1622,1762,1828,1889,1828,1714,1545,511
1221,1447,1635,1761,1826,1890,1809,1723,1547,511
1218,1432,1627,1754,1821,1891,1813,1710,1552,511
1220,1432,1627,1749,1831,1891,1826,1714,1561,511
1340,1433,1630,1747,1827,1887,1815,1718,1559,511
1217,1433,1631,1750,1828,1894,1823,1717,1563,511
1214,1433,1628,1888,1827,1886,1828,1710,1555,511
1217,1436,1839,1755,1836,1891,1823,1854,1562,511
1219,1432,1630,1752,1832,2056,1995,1717,1564,511
1217,1433,1626,1754,1825,1892,1829,1720,1561,511
1214,1649,1842,1751,1836,1885,1829,1718,1561,511
1219,1435,1627,1757,1833,1897,1830,1720,1563,511
1221,1436,1631,1751,1832,1895,1828,1717,1560,511
1221,1437,1630,1750,1834,1899,1834,1722,1564,511
1239,1450,1649,1770,1838,1899,1814,1705,1548,511
1236,1453,1648,1773,1829,1894,1812,1706,1545,511
1238,1449,1642,1766,1831,1894,1817,1704,1546,511
1251,1471,1646,1767,1832,1893,1820,1706,1549,511
1253,1465,1649,1772,1829,1894,1815,1703,1551,511
1251,1467,1647,1888,1832,1897,1817,1701,1552,511
1222,1437,1630,1755,1828,1891,1835,1721,1566,512
1222,1434,1628,1751,1829,1898,1833,1724,1567,512
1222,1438,1631,1755,1829,1898,1830,1719,1565,512
1204,1435,1614,1745,1826,2049,1971,1721,1560,511
1205,1436,1615,1754,1836,1892,1834,1729,1561,511
1202,1432,1612,1752,1833,1893,1832,1724,1567,511
1226,1443,1634,1752,1830,1900,1827,1721,1562,511
1219,1439,1625,1755,1828,1892,1828,1720,1565,511
1221,1438,1631,1752,1836,1895,1832,1723,1561,511
1218,1436,1632,1756,1836,1894,1830,1718,1565,512
1221,1436,1629,1752,1830,1897,1831,1725,1564,512
1216,1439,1631,1754,1830,1895,1836,1720,1561,512
1254,1467,1649,1776,1829,1899,1820,1706,1545,511
1255,1465,1645,1771,1831,1892,1812,1703,1545,511
1252,1468,1647,1767,1830,1893,1830,1703,1554,511
1223,1454,1631,1975,1836,1892,1832,1721,1563,512
1224,1454,1627,1754,1833,1895,1827,1717,1561,512
1222,1457,1630,1770,1826,1894,1832,1720,1567,512
1205,1437,1627,1750,1835,1897,1831,1722,1562,512
1218,1438,1631,1753,1831,1898,1828,1718,1563,512
1208,1439,1627,1751,1828,1895,1830,1720,1561,512
1219,1439,1629,1751,1832,1891,1835,1717,1565,512
1236,1458,1641,1765,1834,1890,1828,1718,1547,511
1237,1453,1644,1769,1829,1895,1836,1718,1548,511
1237,1453,1645,1775,1834,1894,1832,1725,1544,511
1224,1439,1632,1765,1834,1898,1832,1722,1564,512
1218,1455,1627,1767,1832,1896,1831,1717,1567,512
1219,1452,1630,1771,1830,1895,1827,1719,1564,512
1222,1445,1628,1769,1830,1898,1832,1719,1563,511
1238,1455,1643,1772,1829,1892,1830,1722,1562,511
1241,1454,1632,1765,1829,1893,1834,1724,1559,512
1204,1436,1627,1754,1829,1911,1836,1734,1570,511
1202,1438,1630,1748,1837,1920,1834,1737,1564,511
1206,1435,1629,1755,1832,1896,1832,1735,1573,511
